County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year,County and State
ALFALFA,OK,40003,0.5,2017,"ALFALFA, OK"
ALFALFA,OK,40003,5.8,2020,"ALFALFA, OK"
Alfalfa ,OK,40003,5.5,2019,"Alfalfa , OK"
Atoka,OK,40005,23.1,2006,"Atoka, OK"
Atoka,OK,40005,26.6,2007,"Atoka, OK"
Atoka,OK,40005,26.1,2008,"Atoka, OK"
Atoka,OK,40005,28.8,2009,"Atoka, OK"
Atoka,OK,40005,31.6,2010,"Atoka, OK"
Atoka,OK,40005,34,2011,"Atoka, OK"
Atoka,OK,40005,32.7,2012,"Atoka, OK"
Atoka,OK,40005,36.4,2013,"Atoka, OK"
Atoka,OK,40005,45.3,2014,"Atoka, OK"
Atoka,OK,40005,43.3,2015,"Atoka, OK"
Atoka,OK,40005,34.4,2016,"Atoka, OK"
ATOKA,OK,40005,32.2,2017,"ATOKA, OK"
ATOKA,OK,40005,26.7,2018,"ATOKA, OK"
ATOKA,OK,40005,4.7,2020,"ATOKA, OK"
Atoka ,OK,40005,6,2019,"Atoka , OK"
Beaver,OK,40007,–,2006,"Beaver, OK"
Beaver,OK,40007,–,2007,"Beaver, OK"
Beaver,OK,40007,–,2008,"Beaver, OK"
Beaver,OK,40007,–,2009,"Beaver, OK"
Beaver,OK,40007,–,2010,"Beaver, OK"
Beaver,OK,40007,–,2011,"Beaver, OK"
Beaver,OK,40007,–,2012,"Beaver, OK"
Beaver,OK,40007,–,2013,"Beaver, OK"
Beaver,OK,40007,–,2014,"Beaver, OK"
Beaver,OK,40007,–,2015,"Beaver, OK"
Beaver,OK,40007,–,2016,"Beaver, OK"
BEAVER,OK,40007,6.9,2020,"BEAVER, OK"
Beaver ,OK,40007,9.1,2019,"Beaver , OK"
Beckham,OK,40009,133.5,2006,"Beckham, OK"
Beckham,OK,40009,148.9,2007,"Beckham, OK"
Beckham,OK,40009,145.2,2008,"Beckham, OK"
Beckham,OK,40009,154.5,2009,"Beckham, OK"
Beckham,OK,40009,157.9,2010,"Beckham, OK"
Beckham,OK,40009,162,2011,"Beckham, OK"
Beckham,OK,40009,146.7,2012,"Beckham, OK"
Beckham,OK,40009,146.1,2013,"Beckham, OK"
Beckham,OK,40009,123.5,2014,"Beckham, OK"
Beckham,OK,40009,117.4,2015,"Beckham, OK"
Beckham,OK,40009,123.3,2016,"Beckham, OK"
BECKHAM,OK,40009,94.4,2017,"BECKHAM, OK"
BECKHAM,OK,40009,86.4,2018,"BECKHAM, OK"
BECKHAM,OK,40009,43,2020,"BECKHAM, OK"
Beckham ,OK,40009,43.9,2019,"Beckham , OK"
Blaine,OK,40011,–,2006,"Blaine, OK"
Blaine,OK,40011,–,2007,"Blaine, OK"
Blaine,OK,40011,–,2008,"Blaine, OK"
Blaine,OK,40011,–,2009,"Blaine, OK"
Blaine,OK,40011,–,2010,"Blaine, OK"
Blaine,OK,40011,2.1,2011,"Blaine, OK"
Blaine,OK,40011,15.5,2012,"Blaine, OK"
Blaine,OK,40011,–,2013,"Blaine, OK"
Blaine,OK,40011,6.5,2014,"Blaine, OK"
Blaine,OK,40011,9.5,2015,"Blaine, OK"
Blaine,OK,40011,1.7,2016,"Blaine, OK"
BLAINE,OK,40011,1.2,2017,"BLAINE, OK"
BLAINE,OK,40011,0,2018,"BLAINE, OK"
BLAINE,OK,40011,13.9,2020,"BLAINE, OK"
Blaine ,OK,40011,23,2019,"Blaine , OK"
Bryan,OK,40013,124.2,2006,"Bryan, OK"
Bryan,OK,40013,131.5,2007,"Bryan, OK"
Bryan,OK,40013,153.9,2008,"Bryan, OK"
Bryan,OK,40013,183.9,2009,"Bryan, OK"
Bryan,OK,40013,161.9,2010,"Bryan, OK"
Bryan,OK,40013,162.8,2011,"Bryan, OK"
Bryan,OK,40013,160.8,2012,"Bryan, OK"
Bryan,OK,40013,154.4,2013,"Bryan, OK"
Bryan,OK,40013,148.8,2014,"Bryan, OK"
Bryan,OK,40013,154.4,2015,"Bryan, OK"
Bryan,OK,40013,145.8,2016,"Bryan, OK"
BRYAN,OK,40013,126.6,2017,"BRYAN, OK"
BRYAN,OK,40013,109.6,2018,"BRYAN, OK"
BRYAN,OK,40013,56.7,2020,"BRYAN, OK"
Bryan ,OK,40013,62.8,2019,"Bryan , OK"
Caddo,OK,40015,76.4,2006,"Caddo, OK"
Caddo,OK,40015,95.8,2007,"Caddo, OK"
Caddo,OK,40015,97.5,2008,"Caddo, OK"
Caddo,OK,40015,83,2009,"Caddo, OK"
Caddo,OK,40015,87.7,2010,"Caddo, OK"
Caddo,OK,40015,95.1,2011,"Caddo, OK"
Caddo,OK,40015,107.4,2012,"Caddo, OK"
Caddo,OK,40015,107.8,2013,"Caddo, OK"
Caddo,OK,40015,86.3,2014,"Caddo, OK"
Caddo,OK,40015,82.2,2015,"Caddo, OK"
Caddo,OK,40015,77.3,2016,"Caddo, OK"
CADDO,OK,40015,61.5,2017,"CADDO, OK"
CADDO,OK,40015,47.6,2018,"CADDO, OK"
CADDO,OK,40015,20.3,2020,"CADDO, OK"
Caddo ,OK,40015,25.3,2019,"Caddo , OK"
Canadian,OK,40017,100.9,2006,"Canadian, OK"
Canadian,OK,40017,103.4,2007,"Canadian, OK"
Canadian,OK,40017,103.7,2008,"Canadian, OK"
Canadian,OK,40017,106.6,2009,"Canadian, OK"
Canadian,OK,40017,115.4,2010,"Canadian, OK"
Canadian,OK,40017,119.1,2011,"Canadian, OK"
Canadian,OK,40017,115.5,2012,"Canadian, OK"
Canadian,OK,40017,113.4,2013,"Canadian, OK"
Canadian,OK,40017,101.1,2014,"Canadian, OK"
Canadian,OK,40017,96.5,2015,"Canadian, OK"
Canadian,OK,40017,87.5,2016,"Canadian, OK"
CANADIAN,OK,40017,80.4,2017,"CANADIAN, OK"
CANADIAN,OK,40017,74.1,2018,"CANADIAN, OK"
CANADIAN,OK,40017,21.2,2020,"CANADIAN, OK"
Canadian ,OK,40017,22.2,2019,"Canadian , OK"
Carter,OK,40019,177.7,2006,"Carter, OK"
Carter,OK,40019,199,2007,"Carter, OK"
Carter,OK,40019,193.9,2008,"Carter, OK"
Carter,OK,40019,185.9,2009,"Carter, OK"
Carter,OK,40019,190.3,2010,"Carter, OK"
Carter,OK,40019,201.8,2011,"Carter, OK"
Carter,OK,40019,222.6,2012,"Carter, OK"
Carter,OK,40019,212,2013,"Carter, OK"
Carter,OK,40019,188.7,2014,"Carter, OK"
Carter,OK,40019,174.8,2015,"Carter, OK"
Carter,OK,40019,165,2016,"Carter, OK"
CARTER,OK,40019,149.6,2017,"CARTER, OK"
CARTER,OK,40019,141.1,2018,"CARTER, OK"
CARTER,OK,40019,84.3,2020,"CARTER, OK"
Carter ,OK,40019,97.1,2019,"Carter , OK"
Cherokee,OK,40021,83.4,2006,"Cherokee, OK"
Cherokee,OK,40021,86.9,2007,"Cherokee, OK"
Cherokee,OK,40021,66.8,2008,"Cherokee, OK"
Cherokee,OK,40021,99.5,2009,"Cherokee, OK"
Cherokee,OK,40021,121.5,2010,"Cherokee, OK"
Cherokee,OK,40021,139.6,2011,"Cherokee, OK"
Cherokee,OK,40021,142.5,2012,"Cherokee, OK"
Cherokee,OK,40021,131,2013,"Cherokee, OK"
Cherokee,OK,40021,116.1,2014,"Cherokee, OK"
Cherokee,OK,40021,107.9,2015,"Cherokee, OK"
Cherokee,OK,40021,103.8,2016,"Cherokee, OK"
CHEROKEE,OK,40021,98.9,2017,"CHEROKEE, OK"
CHEROKEE,OK,40021,97.2,2018,"CHEROKEE, OK"
CHEROKEE,OK,40021,45.8,2020,"CHEROKEE, OK"
Cherokee ,OK,40021,52.3,2019,"Cherokee , OK"
Choctaw,OK,40023,58.5,2006,"Choctaw, OK"
Choctaw,OK,40023,68.5,2007,"Choctaw, OK"
Choctaw,OK,40023,62.4,2008,"Choctaw, OK"
Choctaw,OK,40023,67.3,2009,"Choctaw, OK"
Choctaw,OK,40023,74.2,2010,"Choctaw, OK"
Choctaw,OK,40023,83.6,2011,"Choctaw, OK"
Choctaw,OK,40023,54.9,2012,"Choctaw, OK"
Choctaw,OK,40023,52.3,2013,"Choctaw, OK"
Choctaw,OK,40023,54.9,2014,"Choctaw, OK"
Choctaw,OK,40023,49.1,2015,"Choctaw, OK"
Choctaw,OK,40023,35.3,2016,"Choctaw, OK"
CHOCTAW,OK,40023,34,2017,"CHOCTAW, OK"
CHOCTAW,OK,40023,24.2,2018,"CHOCTAW, OK"
CHOCTAW,OK,40023,19.8,2020,"CHOCTAW, OK"
Choctaw ,OK,40023,27.9,2019,"Choctaw , OK"
Cimarron,OK,40025,78.3,2006,"Cimarron, OK"
Cimarron,OK,40025,66.4,2007,"Cimarron, OK"
Cimarron,OK,40025,64,2008,"Cimarron, OK"
Cimarron,OK,40025,70.2,2009,"Cimarron, OK"
Cimarron,OK,40025,68.1,2010,"Cimarron, OK"
Cimarron,OK,40025,65.5,2011,"Cimarron, OK"
Cimarron,OK,40025,89.4,2012,"Cimarron, OK"
Cimarron,OK,40025,92.8,2013,"Cimarron, OK"
Cimarron,OK,40025,82.6,2014,"Cimarron, OK"
Cimarron,OK,40025,77.3,2015,"Cimarron, OK"
Cimarron,OK,40025,54.2,2016,"Cimarron, OK"
CIMARRON,OK,40025,35.2,2017,"CIMARRON, OK"
CIMARRON,OK,40025,33.3,2018,"CIMARRON, OK"
CIMARRON,OK,40025,15.9,2020,"CIMARRON, OK"
Cimarron ,OK,40025,16.9,2019,"Cimarron , OK"
Cleveland,OK,40027,119.9,2006,"Cleveland, OK"
Cleveland,OK,40027,134.1,2007,"Cleveland, OK"
Cleveland,OK,40027,135.9,2008,"Cleveland, OK"
Cleveland,OK,40027,130.1,2009,"Cleveland, OK"
Cleveland,OK,40027,127.9,2010,"Cleveland, OK"
Cleveland,OK,40027,118.1,2011,"Cleveland, OK"
Cleveland,OK,40027,105.6,2012,"Cleveland, OK"
Cleveland,OK,40027,99.1,2013,"Cleveland, OK"
Cleveland,OK,40027,93.8,2014,"Cleveland, OK"
Cleveland,OK,40027,85.7,2015,"Cleveland, OK"
Cleveland,OK,40027,79.1,2016,"Cleveland, OK"
CLEVELAND,OK,40027,74.8,2017,"CLEVELAND, OK"
CLEVELAND,OK,40027,69,2018,"CLEVELAND, OK"
CLEVELAND,OK,40027,34.7,2020,"CLEVELAND, OK"
Cleveland ,OK,40027,41.5,2019,"Cleveland , OK"
Coal,OK,40029,110.9,2006,"Coal, OK"
Coal,OK,40029,113,2007,"Coal, OK"
Coal,OK,40029,116.3,2008,"Coal, OK"
Coal,OK,40029,103.4,2009,"Coal, OK"
Coal,OK,40029,100.5,2010,"Coal, OK"
Coal,OK,40029,2,2011,"Coal, OK"
Coal,OK,40029,69.4,2012,"Coal, OK"
Coal,OK,40029,78.2,2013,"Coal, OK"
Coal,OK,40029,61.4,2014,"Coal, OK"
Coal,OK,40029,108.9,2015,"Coal, OK"
Coal,OK,40029,95.3,2016,"Coal, OK"
COAL,OK,40029,74.9,2017,"COAL, OK"
COAL,OK,40029,70.7,2018,"COAL, OK"
COAL,OK,40029,57.3,2020,"COAL, OK"
Coal ,OK,40029,52.4,2019,"Coal , OK"
Comanche,OK,40031,99.3,2006,"Comanche, OK"
Comanche,OK,40031,97.4,2007,"Comanche, OK"
Comanche,OK,40031,95.9,2008,"Comanche, OK"
Comanche,OK,40031,102.7,2009,"Comanche, OK"
Comanche,OK,40031,102.4,2010,"Comanche, OK"
Comanche,OK,40031,99,2011,"Comanche, OK"
Comanche,OK,40031,104,2012,"Comanche, OK"
Comanche,OK,40031,98.4,2013,"Comanche, OK"
Comanche,OK,40031,80,2014,"Comanche, OK"
Comanche,OK,40031,83.1,2015,"Comanche, OK"
Comanche,OK,40031,82.5,2016,"Comanche, OK"
COMANCHE,OK,40031,76.3,2017,"COMANCHE, OK"
COMANCHE,OK,40031,70.9,2018,"COMANCHE, OK"
COMANCHE,OK,40031,60.7,2020,"COMANCHE, OK"
Comanche ,OK,40031,66.7,2019,"Comanche , OK"
Cotton,OK,40033,–,2006,"Cotton, OK"
Cotton,OK,40033,–,2007,"Cotton, OK"
Cotton,OK,40033,–,2008,"Cotton, OK"
Cotton,OK,40033,–,2009,"Cotton, OK"
Cotton,OK,40033,–,2010,"Cotton, OK"
Cotton,OK,40033,–,2011,"Cotton, OK"
Cotton,OK,40033,–,2012,"Cotton, OK"
Cotton,OK,40033,–,2013,"Cotton, OK"
Cotton,OK,40033,8.7,2014,"Cotton, OK"
Cotton,OK,40033,8,2015,"Cotton, OK"
Cotton,OK,40033,1.2,2016,"Cotton, OK"
COTTON,OK,40033,0.7,2017,"COTTON, OK"
COTTON,OK,40033,1.2,2020,"COTTON, OK"
Cotton ,OK,40033,0.2,2019,"Cotton , OK"
Craig,OK,40035,119.9,2006,"Craig, OK"
Craig,OK,40035,115.8,2007,"Craig, OK"
Craig,OK,40035,117.6,2008,"Craig, OK"
Craig,OK,40035,121.3,2009,"Craig, OK"
Craig,OK,40035,119,2010,"Craig, OK"
Craig,OK,40035,146.3,2011,"Craig, OK"
Craig,OK,40035,141.2,2012,"Craig, OK"
Craig,OK,40035,122.5,2013,"Craig, OK"
Craig,OK,40035,122.2,2014,"Craig, OK"
Craig,OK,40035,108.1,2015,"Craig, OK"
Craig,OK,40035,105.7,2016,"Craig, OK"
CRAIG,OK,40035,100.1,2017,"CRAIG, OK"
CRAIG,OK,40035,83.9,2018,"CRAIG, OK"
CRAIG,OK,40035,19.2,2020,"CRAIG, OK"
Craig ,OK,40035,26,2019,"Craig , OK"
Creek,OK,40037,118.8,2006,"Creek, OK"
Creek,OK,40037,122.4,2007,"Creek, OK"
Creek,OK,40037,113.5,2008,"Creek, OK"
Creek,OK,40037,114.7,2009,"Creek, OK"
Creek,OK,40037,137.1,2010,"Creek, OK"
Creek,OK,40037,137.1,2011,"Creek, OK"
Creek,OK,40037,150,2012,"Creek, OK"
Creek,OK,40037,149.3,2013,"Creek, OK"
Creek,OK,40037,136.6,2014,"Creek, OK"
Creek,OK,40037,121,2015,"Creek, OK"
Creek,OK,40037,110.7,2016,"Creek, OK"
CREEK,OK,40037,99.3,2017,"CREEK, OK"
CREEK,OK,40037,87.1,2018,"CREEK, OK"
CREEK,OK,40037,16.1,2020,"CREEK, OK"
Creek ,OK,40037,21.1,2019,"Creek , OK"
Custer,OK,40039,131.8,2006,"Custer, OK"
Custer,OK,40039,144.4,2007,"Custer, OK"
Custer,OK,40039,146.3,2008,"Custer, OK"
Custer,OK,40039,149,2009,"Custer, OK"
Custer,OK,40039,147,2010,"Custer, OK"
Custer,OK,40039,157,2011,"Custer, OK"
Custer,OK,40039,158,2012,"Custer, OK"
Custer,OK,40039,143.4,2013,"Custer, OK"
Custer,OK,40039,113.6,2014,"Custer, OK"
Custer,OK,40039,109.2,2015,"Custer, OK"
Custer,OK,40039,104.4,2016,"Custer, OK"
CUSTER,OK,40039,93.4,2017,"CUSTER, OK"
CUSTER,OK,40039,85.5,2018,"CUSTER, OK"
CUSTER,OK,40039,21.3,2020,"CUSTER, OK"
Custer ,OK,40039,33.8,2019,"Custer , OK"
Delaware,OK,40041,59.4,2006,"Delaware, OK"
Delaware,OK,40041,97.6,2007,"Delaware, OK"
Delaware,OK,40041,109.3,2008,"Delaware, OK"
Delaware,OK,40041,113.9,2009,"Delaware, OK"
Delaware,OK,40041,124,2010,"Delaware, OK"
Delaware,OK,40041,123.7,2011,"Delaware, OK"
Delaware,OK,40041,106.2,2012,"Delaware, OK"
Delaware,OK,40041,97.5,2013,"Delaware, OK"
Delaware,OK,40041,90.2,2014,"Delaware, OK"
Delaware,OK,40041,88.9,2015,"Delaware, OK"
Delaware,OK,40041,91.2,2016,"Delaware, OK"
DELAWARE,OK,40041,77.6,2017,"DELAWARE, OK"
DELAWARE,OK,40041,69.6,2018,"DELAWARE, OK"
DELAWARE,OK,40041,41.1,2020,"DELAWARE, OK"
Delaware ,OK,40041,41.8,2019,"Delaware , OK"
Dewey,OK,40043,–,2006,"Dewey, OK"
Dewey,OK,40043,–,2007,"Dewey, OK"
Dewey,OK,40043,–,2008,"Dewey, OK"
Dewey,OK,40043,–,2009,"Dewey, OK"
Dewey,OK,40043,–,2010,"Dewey, OK"
Dewey,OK,40043,–,2011,"Dewey, OK"
Dewey,OK,40043,–,2012,"Dewey, OK"
Dewey,OK,40043,–,2013,"Dewey, OK"
Dewey,OK,40043,6.5,2014,"Dewey, OK"
Dewey,OK,40043,4.3,2015,"Dewey, OK"
Dewey,OK,40043,17.3,2016,"Dewey, OK"
DEWEY,OK,40043,12.6,2017,"DEWEY, OK"
DEWEY,OK,40043,8.3,2018,"DEWEY, OK"
DEWEY,OK,40043,6.8,2020,"DEWEY, OK"
Dewey ,OK,40043,8.3,2019,"Dewey , OK"
Ellis,OK,40045,–,2006,"Ellis, OK"
Ellis,OK,40045,–,2007,"Ellis, OK"
Ellis,OK,40045,–,2008,"Ellis, OK"
Ellis,OK,40045,–,2009,"Ellis, OK"
Ellis,OK,40045,–,2010,"Ellis, OK"
Ellis,OK,40045,65.2,2011,"Ellis, OK"
Ellis,OK,40045,131,2012,"Ellis, OK"
Ellis,OK,40045,110.7,2013,"Ellis, OK"
Ellis,OK,40045,86.6,2014,"Ellis, OK"
Ellis,OK,40045,88.8,2015,"Ellis, OK"
Ellis,OK,40045,81.3,2016,"Ellis, OK"
ELLIS,OK,40045,3.4,2017,"ELLIS, OK"
ELLIS,OK,40045,0,2018,"ELLIS, OK"
ELLIS,OK,40045,28.1,2020,"ELLIS, OK"
Ellis ,OK,40045,33.7,2019,"Ellis , OK"
Garfield,OK,40047,103.1,2006,"Garfield, OK"
Garfield,OK,40047,102.5,2007,"Garfield, OK"
Garfield,OK,40047,121.9,2008,"Garfield, OK"
Garfield,OK,40047,130.9,2009,"Garfield, OK"
Garfield,OK,40047,127.2,2010,"Garfield, OK"
Garfield,OK,40047,122.3,2011,"Garfield, OK"
Garfield,OK,40047,112.4,2012,"Garfield, OK"
Garfield,OK,40047,108.3,2013,"Garfield, OK"
Garfield,OK,40047,97.2,2014,"Garfield, OK"
Garfield,OK,40047,96.9,2015,"Garfield, OK"
Garfield,OK,40047,97.4,2016,"Garfield, OK"
GARFIELD,OK,40047,93,2017,"GARFIELD, OK"
GARFIELD,OK,40047,87.2,2018,"GARFIELD, OK"
GARFIELD,OK,40047,58.8,2020,"GARFIELD, OK"
Garfield ,OK,40047,64.2,2019,"Garfield , OK"
Garvin,OK,40049,91.6,2006,"Garvin, OK"
Garvin,OK,40049,93,2007,"Garvin, OK"
Garvin,OK,40049,89.4,2008,"Garvin, OK"
Garvin,OK,40049,85.1,2009,"Garvin, OK"
Garvin,OK,40049,70.4,2010,"Garvin, OK"
Garvin,OK,40049,90.4,2011,"Garvin, OK"
Garvin,OK,40049,114.3,2012,"Garvin, OK"
Garvin,OK,40049,113.9,2013,"Garvin, OK"
Garvin,OK,40049,77.5,2014,"Garvin, OK"
Garvin,OK,40049,57.9,2015,"Garvin, OK"
Garvin,OK,40049,53.9,2016,"Garvin, OK"
GARVIN,OK,40049,50.5,2017,"GARVIN, OK"
GARVIN,OK,40049,40.6,2018,"GARVIN, OK"
GARVIN,OK,40049,29.7,2020,"GARVIN, OK"
Garvin ,OK,40049,32.2,2019,"Garvin , OK"
Grady,OK,40051,54.8,2006,"Grady, OK"
Grady,OK,40051,55.1,2007,"Grady, OK"
Grady,OK,40051,62,2008,"Grady, OK"
Grady,OK,40051,72.7,2009,"Grady, OK"
Grady,OK,40051,76.8,2010,"Grady, OK"
Grady,OK,40051,76.3,2011,"Grady, OK"
Grady,OK,40051,75,2012,"Grady, OK"
Grady,OK,40051,71.6,2013,"Grady, OK"
Grady,OK,40051,61.9,2014,"Grady, OK"
Grady,OK,40051,55.7,2015,"Grady, OK"
Grady,OK,40051,54,2016,"Grady, OK"
GRADY,OK,40051,55.6,2017,"GRADY, OK"
GRADY,OK,40051,50,2018,"GRADY, OK"
GRADY,OK,40051,25.1,2020,"GRADY, OK"
Grady ,OK,40051,27.9,2019,"Grady , OK"
Grant,OK,40053,28.3,2006,"Grant, OK"
Grant,OK,40053,31.5,2007,"Grant, OK"
Grant,OK,40053,27.2,2008,"Grant, OK"
Grant,OK,40053,33.7,2009,"Grant, OK"
Grant,OK,40053,39,2010,"Grant, OK"
Grant,OK,40053,20.2,2011,"Grant, OK"
Grant,OK,40053,–,2012,"Grant, OK"
Grant,OK,40053,23.2,2013,"Grant, OK"
Grant,OK,40053,25.4,2014,"Grant, OK"
Grant,OK,40053,22.3,2015,"Grant, OK"
Grant,OK,40053,22.4,2016,"Grant, OK"
GRANT,OK,40053,25.3,2017,"GRANT, OK"
GRANT,OK,40053,21.7,2018,"GRANT, OK"
GRANT,OK,40053,0.3,2020,"GRANT, OK"
Grant ,OK,40053,0.8,2019,"Grant , OK"
Greer,OK,40055,67.2,2006,"Greer, OK"
Greer,OK,40055,59.7,2007,"Greer, OK"
Greer,OK,40055,67.1,2008,"Greer, OK"
Greer,OK,40055,58.5,2009,"Greer, OK"
Greer,OK,40055,52.7,2010,"Greer, OK"
Greer,OK,40055,44.4,2011,"Greer, OK"
Greer,OK,40055,53.7,2012,"Greer, OK"
Greer,OK,40055,53.9,2013,"Greer, OK"
Greer,OK,40055,59.3,2014,"Greer, OK"
Greer,OK,40055,47.4,2015,"Greer, OK"
Greer,OK,40055,30,2016,"Greer, OK"
GREER,OK,40055,36.2,2017,"GREER, OK"
GREER,OK,40055,15.8,2018,"GREER, OK"
GREER,OK,40055,16,2020,"GREER, OK"
Greer ,OK,40055,22.5,2019,"Greer , OK"
Harmon,OK,40057,–,2006,"Harmon, OK"
Harmon,OK,40057,–,2007,"Harmon, OK"
Harmon,OK,40057,31.6,2008,"Harmon, OK"
Harmon,OK,40057,250.9,2009,"Harmon, OK"
Harmon,OK,40057,229.5,2010,"Harmon, OK"
Harmon,OK,40057,241.7,2011,"Harmon, OK"
Harmon,OK,40057,260.4,2012,"Harmon, OK"
Harmon,OK,40057,229.7,2013,"Harmon, OK"
Harmon,OK,40057,210.3,2014,"Harmon, OK"
Harmon,OK,40057,161.5,2015,"Harmon, OK"
Harmon,OK,40057,186.9,2016,"Harmon, OK"
HARMON,OK,40057,174.6,2017,"HARMON, OK"
HARMON,OK,40057,174.2,2018,"HARMON, OK"
HARMON,OK,40057,171.3,2020,"HARMON, OK"
Harmon ,OK,40057,162.9,2019,"Harmon , OK"
Harper,OK,40059,–,2006,"Harper, OK"
Harper,OK,40059,–,2007,"Harper, OK"
Harper,OK,40059,–,2008,"Harper, OK"
Harper,OK,40059,–,2009,"Harper, OK"
Harper,OK,40059,–,2010,"Harper, OK"
Harper,OK,40059,–,2011,"Harper, OK"
Harper,OK,40059,–,2012,"Harper, OK"
Harper,OK,40059,–,2013,"Harper, OK"
Harper,OK,40059,10.5,2014,"Harper, OK"
Harper,OK,40059,12.4,2015,"Harper, OK"
Harper,OK,40059,1,2016,"Harper, OK"
HARPER,OK,40059,0.8,2017,"HARPER, OK"
HARPER,OK,40059,205.1,2020,"HARPER, OK"
Harper ,OK,40059,93.5,2019,"Harper , OK"
Haskell,OK,40061,57.3,2006,"Haskell, OK"
Haskell,OK,40061,59.5,2007,"Haskell, OK"
Haskell,OK,40061,55.8,2008,"Haskell, OK"
Haskell,OK,40061,58.6,2009,"Haskell, OK"
Haskell,OK,40061,63,2010,"Haskell, OK"
Haskell,OK,40061,70.2,2011,"Haskell, OK"
Haskell,OK,40061,98.1,2012,"Haskell, OK"
Haskell,OK,40061,130.2,2013,"Haskell, OK"
Haskell,OK,40061,121.6,2014,"Haskell, OK"
Haskell,OK,40061,112.4,2015,"Haskell, OK"
Haskell,OK,40061,97.3,2016,"Haskell, OK"
HASKELL,OK,40061,93,2017,"HASKELL, OK"
HASKELL,OK,40061,87.6,2018,"HASKELL, OK"
HASKELL,OK,40061,43.3,2020,"HASKELL, OK"
Haskell ,OK,40061,44.6,2019,"Haskell , OK"
Hughes,OK,40063,39.2,2006,"Hughes, OK"
Hughes,OK,40063,45.8,2007,"Hughes, OK"
Hughes,OK,40063,49.8,2008,"Hughes, OK"
Hughes,OK,40063,46.6,2009,"Hughes, OK"
Hughes,OK,40063,54.9,2010,"Hughes, OK"
Hughes,OK,40063,83.1,2011,"Hughes, OK"
Hughes,OK,40063,69.2,2012,"Hughes, OK"
Hughes,OK,40063,52.8,2013,"Hughes, OK"
Hughes,OK,40063,50.1,2014,"Hughes, OK"
Hughes,OK,40063,38.7,2015,"Hughes, OK"
Hughes,OK,40063,34.7,2016,"Hughes, OK"
HUGHES,OK,40063,29.3,2017,"HUGHES, OK"
HUGHES,OK,40063,20.7,2018,"HUGHES, OK"
HUGHES,OK,40063,7.3,2020,"HUGHES, OK"
Hughes ,OK,40063,9.6,2019,"Hughes , OK"
Jackson,OK,40065,125.7,2006,"Jackson, OK"
Jackson,OK,40065,129.2,2007,"Jackson, OK"
Jackson,OK,40065,174.4,2008,"Jackson, OK"
Jackson,OK,40065,177.5,2009,"Jackson, OK"
Jackson,OK,40065,187.6,2010,"Jackson, OK"
Jackson,OK,40065,180.4,2011,"Jackson, OK"
Jackson,OK,40065,171.7,2012,"Jackson, OK"
Jackson,OK,40065,157.4,2013,"Jackson, OK"
Jackson,OK,40065,128.9,2014,"Jackson, OK"
Jackson,OK,40065,104.3,2015,"Jackson, OK"
Jackson,OK,40065,101.6,2016,"Jackson, OK"
JACKSON,OK,40065,92.4,2017,"JACKSON, OK"
JACKSON,OK,40065,91.3,2018,"JACKSON, OK"
JACKSON,OK,40065,42.6,2020,"JACKSON, OK"
Jackson ,OK,40065,47.2,2019,"Jackson , OK"
Jefferson,OK,40067,33.9,2006,"Jefferson, OK"
Jefferson,OK,40067,34.4,2007,"Jefferson, OK"
Jefferson,OK,40067,32.3,2008,"Jefferson, OK"
Jefferson,OK,40067,33,2009,"Jefferson, OK"
Jefferson,OK,40067,18.7,2010,"Jefferson, OK"
Jefferson,OK,40067,31.4,2011,"Jefferson, OK"
Jefferson,OK,40067,35.7,2012,"Jefferson, OK"
Jefferson,OK,40067,31.7,2013,"Jefferson, OK"
Jefferson,OK,40067,41.8,2014,"Jefferson, OK"
Jefferson,OK,40067,41.4,2015,"Jefferson, OK"
Jefferson,OK,40067,32.7,2016,"Jefferson, OK"
JEFFERSON,OK,40067,10.1,2017,"JEFFERSON, OK"
JEFFERSON,OK,40067,23.3,2020,"JEFFERSON, OK"
Jefferson ,OK,40067,14.2,2019,"Jefferson , OK"
Johnston,OK,40069,–,2006,"Johnston, OK"
Johnston,OK,40069,–,2007,"Johnston, OK"
Johnston,OK,40069,–,2008,"Johnston, OK"
Johnston,OK,40069,–,2009,"Johnston, OK"
Johnston,OK,40069,–,2010,"Johnston, OK"
Johnston,OK,40069,–,2011,"Johnston, OK"
Johnston,OK,40069,–,2012,"Johnston, OK"
Johnston,OK,40069,–,2013,"Johnston, OK"
Johnston,OK,40069,8.7,2014,"Johnston, OK"
Johnston,OK,40069,8,2015,"Johnston, OK"
Johnston,OK,40069,2.4,2016,"Johnston, OK"
JOHNSTON,OK,40069,2.3,2017,"JOHNSTON, OK"
JOHNSTON,OK,40069,0,2018,"JOHNSTON, OK"
JOHNSTON,OK,40069,15.5,2020,"JOHNSTON, OK"
Johnston ,OK,40069,13.9,2019,"Johnston , OK"
Kay,OK,40071,106.6,2006,"Kay, OK"
Kay,OK,40071,111.2,2007,"Kay, OK"
Kay,OK,40071,114.6,2008,"Kay, OK"
Kay,OK,40071,124.6,2009,"Kay, OK"
Kay,OK,40071,117.8,2010,"Kay, OK"
Kay,OK,40071,128.1,2011,"Kay, OK"
Kay,OK,40071,132,2012,"Kay, OK"
